name,kt,ktilde,kv
weight_CPgrid_175,-1.5,-0.48432210483785254,0.5
weight_CPgrid_176,-1.5,-0.48432210483785254,1
weight_CPgrid_177,-1.5,-0.48432210483785254,1.5
weight_CPgrid_178,-1.6666666666666667,-0.0,0.5
weight_CPgrid_179,-1.6666666666666667,-0.0,1
weight_CPgrid_180,-1.6666666666666667,-0.0,1.5
weight_CPgrid_181,0.9,-0.2905932629027116,0.5
weight_CPgrid_182,0.9,-0.2905932629027116,1
weight_CPgrid_183,0.9,-0.2905932629027116,1.5
weight_CPgrid_184,0.8,-0.39999999999999997,0.5
weight_CPgrid_185,0.8,-0.39999999999999997,1
weight_CPgrid_186,0.8,-0.39999999999999997,1.5
weight_CPgrid_187,0.7,-0.47609522856952347,0.5
weight_CPgrid_188,0.7,-0.47609522856952347,1
weight_CPgrid_189,0.7,-0.47609522856952347,1.5
weight_CPgrid_190,0.6,-0.5333333333333334,0.5
weight_CPgrid_191,0.6,-0.5333333333333334,1
weight_CPgrid_192,0.6,-0.5333333333333334,1.5
weight_CPgrid_193,0.5,-0.5773502691896256,0.5
weight_CPgrid_194,0.5,-0.5773502691896256,1
weight_CPgrid_195,0.5,-0.5773502691896256,1.5
weight_CPgrid_196,0.4,-0.6110100926607787,0.5
weight_CPgrid_197,0.4,-0.6110100926607787,1
weight_CPgrid_198,0.4,-0.6110100926607787,1.5
weight_CPgrid_199,0.3,-0.6359594676112971,0.5
weight_CPgrid_200,0.3,-0.6359594676112971,1
weight_CPgrid_201,0.3,-0.6359594676112971,1.5
weight_CPgrid_202,0.2,-0.6531972647421808,0.5
weight_CPgrid_203,0.2,-0.6531972647421808,1
weight_CPgrid_204,0.2,-0.6531972647421808,1.5
weight_CPgrid_205,0.1,-0.6633249580710799,0.5
weight_CPgrid_206,0.1,-0.6633249580710799,1
weight_CPgrid_207,0.1,-0.6633249580710799,1.5
weight_CPgrid_208,0.0001,-0.6666666633333334,0.5
weight_CPgrid_209,0.0001,-0.6666666633333334,1
weight_CPgrid_210,0.0001,-0.6666666633333334,1.5
weight_CPgrid_211,-0.1,-0.6633249580710799,0.5
weight_CPgrid_212,-0.1,-0.6633249580710799,1
weight_CPgrid_213,-0.1,-0.6633249580710799,1.5
weight_CPgrid_214,-0.2,-0.6531972647421809,0.5
weight_CPgrid_215,-0.2,-0.6531972647421809,1
weight_CPgrid_216,-0.2,-0.6531972647421809,1.5
weight_CPgrid_217,-0.3,-0.6359594676112971,0.5
weight_CPgrid_218,-0.3,-0.6359594676112971,1
weight_CPgrid_219,-0.3,-0.6359594676112971,1.5
weight_CPgrid_220,-0.4,-0.6110100926607787,0.5
weight_CPgrid_221,-0.4,-0.6110100926607787,1
weight_CPgrid_222,-0.4,-0.6110100926607787,1.5
weight_CPgrid_223,-0.5,-0.5773502691896257,0.5
weight_CPgrid_224,-0.5,-0.5773502691896257,1
weight_CPgrid_225,-0.5,-0.5773502691896257,1.5
weight_CPgrid_226,-0.6,-0.5333333333333333,0.5
weight_CPgrid_227,-0.6,-0.5333333333333333,1
weight_CPgrid_228,-0.6,-0.5333333333333333,1.5
weight_CPgrid_229,-0.7,-0.4760952285695233,0.5
weight_CPgrid_230,-0.7,-0.4760952285695233,1
weight_CPgrid_231,-0.7,-0.4760952285695233,1.5
weight_CPgrid_232,-0.8,-0.3999999999999999,0.5
weight_CPgrid_233,-0.8,-0.3999999999999999,1
weight_CPgrid_234,-0.8,-0.3999999999999999,1.5
weight_CPgrid_235,-0.9,-0.2905932629027115,0.5
weight_CPgrid_236,-0.9,-0.2905932629027115,1
weight_CPgrid_237,-0.9,-0.2905932629027115,1.5
weight_CPgrid_238,-1.0,-0.0,0.5
weight_CPgrid_239,-1.0,-0.0,1
weight_CPgrid_240,-1.0,-0.0,1.5
weight_CPgrid_241,0.30000000000000016,-0.09686442096757057,0.5
weight_CPgrid_242,0.30000000000000016,-0.09686442096757057,1
weight_CPgrid_243,0.30000000000000016,-0.09686442096757057,1.5
weight_CPgrid_244,0.2666666666666668,-0.1333333333333334,0.5
weight_CPgrid_245,0.2666666666666668,-0.1333333333333334,1
weight_CPgrid_246,0.2666666666666668,-0.1333333333333334,1.5
weight_CPgrid_247,0.23333333333333342,-0.15869840952317457,0.5
weight_CPgrid_248,0.23333333333333342,-0.15869840952317457,1
weight_CPgrid_249,0.23333333333333342,-0.15869840952317457,1.5
weight_CPgrid_250,0.2000000000000001,-0.1777777777777779,0.5
weight_CPgrid_251,0.2000000000000001,-0.1777777777777779,1
weight_CPgrid_252,0.2000000000000001,-0.1777777777777779,1.5
weight_CPgrid_253,0.16666666666666674,-0.19245008972987532,0.5
weight_CPgrid_254,0.16666666666666674,-0.19245008972987532,1
weight_CPgrid_255,0.16666666666666674,-0.19245008972987532,1.5
weight_CPgrid_256,0.1333333333333334,-0.2036700308869263,0.5
weight_CPgrid_257,0.1333333333333334,-0.2036700308869263,1
weight_CPgrid_258,0.1333333333333334,-0.2036700308869263,1.5
weight_CPgrid_259,0.10000000000000005,-0.2119864892037658,0.5
weight_CPgrid_260,0.10000000000000005,-0.2119864892037658,1
weight_CPgrid_261,0.10000000000000005,-0.2119864892037658,1.5
weight_CPgrid_262,0.0666666666666667,-0.21773242158072703,0.5
weight_CPgrid_263,0.0666666666666667,-0.21773242158072703,1
weight_CPgrid_264,0.0666666666666667,-0.21773242158072703,1.5
weight_CPgrid_265,0.03333333333333335,-0.22110831935702677,0.5
weight_CPgrid_266,0.03333333333333335,-0.22110831935702677,1
weight_CPgrid_267,0.03333333333333335,-0.22110831935702677,1.5
weight_CPgrid_268,3.333333333333335e-05,-0.22222222111111123,0.5
weight_CPgrid_269,3.333333333333335e-05,-0.22222222111111123,1
weight_CPgrid_270,3.333333333333335e-05,-0.22222222111111123,1.5
weight_CPgrid_271,-0.03333333333333335,-0.22110831935702677,0.5
weight_CPgrid_272,-0.03333333333333335,-0.22110831935702677,1
weight_CPgrid_273,-0.03333333333333335,-0.22110831935702677,1.5
weight_CPgrid_274,-0.0666666666666667,-0.21773242158072706,0.5
weight_CPgrid_275,-0.0666666666666667,-0.21773242158072706,1
weight_CPgrid_276,-0.0666666666666667,-0.21773242158072706,1.5
weight_CPgrid_277,-0.10000000000000005,-0.2119864892037658,0.5
weight_CPgrid_278,-0.10000000000000005,-0.2119864892037658,1
weight_CPgrid_279,-0.10000000000000005,-0.2119864892037658,1.5
weight_CPgrid_280,-0.1333333333333334,-0.2036700308869263,0.5
weight_CPgrid_281,-0.1333333333333334,-0.2036700308869263,1
weight_CPgrid_282,-0.1333333333333334,-0.2036700308869263,1.5
weight_CPgrid_283,-0.16666666666666674,-0.19245008972987535,0.5
weight_CPgrid_284,-0.16666666666666674,-0.19245008972987535,1
weight_CPgrid_285,-0.16666666666666674,-0.19245008972987535,1.5
weight_CPgrid_286,-0.2000000000000001,-0.17777777777777787,0.5
weight_CPgrid_287,-0.2000000000000001,-0.17777777777777787,1
weight_CPgrid_288,-0.2000000000000001,-0.17777777777777787,1.5
weight_CPgrid_289,-0.23333333333333342,-0.15869840952317452,0.5
weight_CPgrid_290,-0.23333333333333342,-0.15869840952317452,1
weight_CPgrid_291,-0.23333333333333342,-0.15869840952317452,1.5
weight_CPgrid_292,-0.2666666666666668,-0.13333333333333336,0.5
weight_CPgrid_293,-0.2666666666666668,-0.13333333333333336,1
weight_CPgrid_294,-0.2666666666666668,-0.13333333333333336,1.5
weight_CPgrid_295,-0.30000000000000016,-0.09686442096757054,0.5
weight_CPgrid_296,-0.30000000000000016,-0.09686442096757054,1
weight_CPgrid_297,-0.30000000000000016,-0.09686442096757054,1.5
weight_CPgrid_298,-0.3333333333333335,-0.0,0.5
weight_CPgrid_299,-0.3333333333333335,-0.0,1
weight_CPgrid_300,-0.3333333333333335,-0.0,1.5
weight_CPgrid_301,-0.29999999999999977,0.09686442096757045,0.5
weight_CPgrid_302,-0.29999999999999977,0.09686442096757045,1
weight_CPgrid_303,-0.29999999999999977,0.09686442096757045,1.5
weight_CPgrid_304,-0.26666666666666644,0.1333333333333332,0.5
weight_CPgrid_305,-0.26666666666666644,0.1333333333333332,1
weight_CPgrid_306,-0.26666666666666644,0.1333333333333332,1.5
weight_CPgrid_307,-0.23333333333333311,0.15869840952317435,0.5
weight_CPgrid_308,-0.23333333333333311,0.15869840952317435,1
weight_CPgrid_309,-0.23333333333333311,0.15869840952317435,1.5
weight_CPgrid_310,-0.19999999999999982,0.17777777777777765,0.5
weight_CPgrid_311,-0.19999999999999982,0.17777777777777765,1
weight_CPgrid_312,-0.19999999999999982,0.17777777777777765,1.5
weight_CPgrid_313,-0.16666666666666652,0.19245008972987504,0.5
weight_CPgrid_314,-0.16666666666666652,0.19245008972987504,1
weight_CPgrid_315,-0.16666666666666652,0.19245008972987504,1.5
weight_CPgrid_316,-0.13333333333333322,0.20367003088692603,0.5
weight_CPgrid_317,-0.13333333333333322,0.20367003088692603,1
weight_CPgrid_318,-0.13333333333333322,0.20367003088692603,1.5
weight_CPgrid_319,-0.09999999999999991,0.2119864892037655,0.5
weight_CPgrid_320,-0.09999999999999991,0.2119864892037655,1
weight_CPgrid_321,-0.09999999999999991,0.2119864892037655,1.5
weight_CPgrid_322,-0.06666666666666661,0.21773242158072673,0.5
weight_CPgrid_323,-0.06666666666666661,0.21773242158072673,1
weight_CPgrid_324,-0.06666666666666661,0.21773242158072673,1.5
weight_CPgrid_325,-0.033333333333333305,0.22110831935702646,0.5
weight_CPgrid_326,-0.033333333333333305,0.22110831935702646,1
weight_CPgrid_327,-0.033333333333333305,0.22110831935702646,1.5
weight_CPgrid_328,-3.333333333333331e-05,0.22222222111111092,0.5
weight_CPgrid_329,-3.333333333333331e-05,0.22222222111111092,1
weight_CPgrid_330,-3.333333333333331e-05,0.22222222111111092,1.5
weight_CPgrid_331,0.033333333333333305,0.22110831935702646,0.5
weight_CPgrid_332,0.033333333333333305,0.22110831935702646,1
weight_CPgrid_333,0.033333333333333305,0.22110831935702646,1.5
weight_CPgrid_334,0.06666666666666661,0.21773242158072675,0.5
weight_CPgrid_335,0.06666666666666661,0.21773242158072675,1
weight_CPgrid_336,0.06666666666666661,0.21773242158072675,1.5
weight_CPgrid_337,0.09999999999999991,0.2119864892037655,0.5
weight_CPgrid_338,0.09999999999999991,0.2119864892037655,1
weight_CPgrid_339,0.09999999999999991,0.2119864892037655,1.5
weight_CPgrid_340,0.13333333333333322,0.20367003088692603,0.5
weight_CPgrid_341,0.13333333333333322,0.20367003088692603,1
weight_CPgrid_342,0.13333333333333322,0.20367003088692603,1.5
weight_CPgrid_343,0.16666666666666652,0.1924500897298751,0.5
weight_CPgrid_344,0.16666666666666652,0.1924500897298751,1
weight_CPgrid_345,0.16666666666666652,0.1924500897298751,1.5
weight_CPgrid_346,0.19999999999999982,0.17777777777777762,0.5
weight_CPgrid_347,0.19999999999999982,0.17777777777777762,1
weight_CPgrid_348,0.19999999999999982,0.17777777777777762,1.5
weight_CPgrid_349,0.23333333333333311,0.1586984095231743,0.5
weight_CPgrid_350,0.23333333333333311,0.1586984095231743,1
weight_CPgrid_351,0.23333333333333311,0.1586984095231743,1.5
weight_CPgrid_352,0.26666666666666644,0.1333333333333332,0.5
weight_CPgrid_353,0.26666666666666644,0.1333333333333332,1
weight_CPgrid_354,0.26666666666666644,0.1333333333333332,1.5
weight_CPgrid_355,0.29999999999999977,0.09686442096757042,0.5
weight_CPgrid_356,0.29999999999999977,0.09686442096757042,1
weight_CPgrid_357,0.29999999999999977,0.09686442096757042,1.5
weight_CPgrid_358,0.33333333333333304,0.0,0.5
weight_CPgrid_359,0.33333333333333304,0.0,1
weight_CPgrid_360,0.33333333333333304,0.0,1.5
weight_CPgrid_361,-0.9,0.2905932629027116,0.5
weight_CPgrid_362,-0.9,0.2905932629027116,1
weight_CPgrid_363,-0.9,0.2905932629027116,1.5
weight_CPgrid_364,-0.8,0.39999999999999997,0.5
weight_CPgrid_365,-0.8,0.39999999999999997,1
weight_CPgrid_366,-0.8,0.39999999999999997,1.5
weight_CPgrid_367,-0.7,0.47609522856952347,0.5
weight_CPgrid_368,-0.7,0.47609522856952347,1
weight_CPgrid_369,-0.7,0.47609522856952347,1.5
weight_CPgrid_370,-0.6,0.5333333333333334,0.5
weight_CPgrid_371,-0.6,0.5333333333333334,1
weight_CPgrid_372,-0.6,0.5333333333333334,1.5
weight_CPgrid_373,-0.5,0.5773502691896256,0.5
weight_CPgrid_374,-0.5,0.5773502691896256,1
weight_CPgrid_375,-0.5,0.5773502691896256,1.5
weight_CPgrid_376,-0.4,0.6110100926607787,0.5
weight_CPgrid_377,-0.4,0.6110100926607787,1
weight_CPgrid_378,-0.4,0.6110100926607787,1.5
weight_CPgrid_379,-0.3,0.6359594676112971,0.5
weight_CPgrid_380,-0.3,0.6359594676112971,1
weight_CPgrid_381,-0.3,0.6359594676112971,1.5
weight_CPgrid_382,-0.2,0.6531972647421808,0.5
weight_CPgrid_383,-0.2,0.6531972647421808,1
weight_CPgrid_384,-0.2,0.6531972647421808,1.5
weight_CPgrid_385,-0.1,0.6633249580710799,0.5
weight_CPgrid_386,-0.1,0.6633249580710799,1
weight_CPgrid_387,-0.1,0.6633249580710799,1.5
weight_CPgrid_388,-0.0001,0.6666666633333334,0.5
weight_CPgrid_389,-0.0001,0.6666666633333334,1
weight_CPgrid_390,-0.0001,0.6666666633333334,1.5
weight_CPgrid_391,0.1,0.6633249580710799,0.5
weight_CPgrid_392,0.1,0.6633249580710799,1
weight_CPgrid_393,0.1,0.6633249580710799,1.5
weight_CPgrid_394,0.2,0.6531972647421809,0.5
weight_CPgrid_395,0.2,0.6531972647421809,1
weight_CPgrid_396,0.2,0.6531972647421809,1.5
weight_CPgrid_397,0.3,0.6359594676112971,0.5
weight_CPgrid_398,0.3,0.6359594676112971,1
weight_CPgrid_399,0.3,0.6359594676112971,1.5
weight_CPgrid_400,0.4,0.6110100926607787,0.5
weight_CPgrid_401,0.4,0.6110100926607787,1
weight_CPgrid_402,0.4,0.6110100926607787,1.5
weight_CPgrid_403,0.5,0.5773502691896257,0.5
weight_CPgrid_404,0.5,0.5773502691896257,1
weight_CPgrid_405,0.5,0.5773502691896257,1.5
weight_CPgrid_406,0.6,0.5333333333333333,0.5
weight_CPgrid_407,0.6,0.5333333333333333,1
weight_CPgrid_408,0.6,0.5333333333333333,1.5
weight_CPgrid_409,0.7,0.4760952285695233,0.5
weight_CPgrid_410,0.7,0.4760952285695233,1
weight_CPgrid_411,0.7,0.4760952285695233,1.5
weight_CPgrid_412,0.8,0.3999999999999999,0.5
weight_CPgrid_413,0.8,0.3999999999999999,1
weight_CPgrid_414,0.8,0.3999999999999999,1.5
weight_CPgrid_415,0.9,0.2905932629027115,0.5
weight_CPgrid_416,0.9,0.2905932629027115,1
weight_CPgrid_417,0.9,0.2905932629027115,1.5
weight_CPgrid_418,1.0,0.0,0.5
weight_CPgrid_419,1.0,0.0,1
weight_CPgrid_420,1.0,0.0,1.5
weight_CPgrid_421,-1.4999999999999996,0.4843221048378525,0.5
weight_CPgrid_422,-1.4999999999999996,0.4843221048378525,1
weight_CPgrid_423,-1.4999999999999996,0.4843221048378525,1.5
weight_CPgrid_424,-1.333333333333333,0.6666666666666664,0.5
weight_CPgrid_425,-1.333333333333333,0.6666666666666664,1
weight_CPgrid_426,-1.333333333333333,0.6666666666666664,1.5
weight_CPgrid_427,-1.166666666666666,0.7934920476158721,0.5
weight_CPgrid_428,-1.166666666666666,0.7934920476158721,1
weight_CPgrid_429,-1.166666666666666,0.7934920476158721,1.5
weight_CPgrid_430,-0.9999999999999996,0.8888888888888887,0.5
weight_CPgrid_431,-0.9999999999999996,0.8888888888888887,1
weight_CPgrid_432,-0.9999999999999996,0.8888888888888887,1.5
weight_CPgrid_433,-0.833333333333333,0.9622504486493757,0.5
weight_CPgrid_434,-0.833333333333333,0.9622504486493757,1
weight_CPgrid_435,-0.833333333333333,0.9622504486493757,1.5
weight_CPgrid_436,-0.6666666666666665,1.0183501544346307,0.5
weight_CPgrid_437,-0.6666666666666665,1.0183501544346307,1
weight_CPgrid_438,-0.6666666666666665,1.0183501544346307,1.5
weight_CPgrid_439,-0.4999999999999998,1.0599324460188282,0.5
weight_CPgrid_440,-0.4999999999999998,1.0599324460188282,1
